time (min),CLN1_18[20230804_claudins] (dRI),time (min),CLN1_18[20230804_claudins] (Rayleigh ratio),time (min),CLN1_18[20230804_claudins] (UV),time (min),CLN1_18[20230804_claudins] (Molar mass)
0.230740569262452,0.00505226441394937,0.49707437205648,-0.00079810026261376,0.62239592061742,-1.69103818318847E-5,19.9732111600021,40319.617662383
0.246538427408519,0.00510447847862224,0.51360759513623,-0.000870533864592616,0.63892914369717,-2.21275234740129E-5,19.9897443830818,40231.168795011
0.262336285554587,0.00515458827816859,0.53014081821598,-0.00090862180864171,0.65546236677692,-2.85156515336096E-5,20.0062776061616,40041.3886215559
0.278134143700654,0.00520911043452919,0.54667404129573,-0.000949269710597428,0.67199558985667,-2.44222225178704E-5,20.0228108292413,39998.4149452414
0.293932001846722,0.00528882705603075,0.56320726437548,-0.00099785037670866,0.68852881293642,-1.78041891978916E-5,20.0393440523211,39920.3482002765
0.309729859992789,0.00536916003349359,0.57974048745523,-0.00111777093888358,0.705062036016171,-1.36919089491978E-5,20.0558772754008,39772.5486270996
0.325527718138857,0.00541643910935605,0.59627371053498,-0.00119531858616211,0.721595259095921,-1.20693810518174E-5,20.0724104984806,39505.0540170416
0.341325576284924,0.00542190152781541,0.61280693361473,-0.00124658467449736,0.738128482175671,-1.09788694170578E-5,20.0889437215603,39370.4101709105
0.357123434430991,0.00542808444067346,0.629340156694481,-0.00131110809855681,0.754661705255421,-1.48000118120346E-5,20.1054769446401,39322.03902826
0.372921292577059,0.00546450234411681,0.645873379774231,-0.0013922818105071,0.771194928335171,-1.5220598152528E-5,20.1220101677198,39159.129690512
0.388719150723126,0.0055208035504224,0.662406602853981,-0.00150384800094639,0.787728151414921,-1.41491300039482E-5,22.5854604066026,23744.1244014729
0.404517008869194,0.00556501657616247,0.678939825933731,-0.00164398877192222,0.804261374494671,-1.19186310515824E-5,22.6019936296824,23696.0425858832
0.420314867015261,0.00560142774265506,0.695473049013481,-0.00170399858845564,0.820794597574421,-6.34790945911844E-6,22.6185268527621,23683.3457742967
0.436112725161329,0.0056346653955347,0.712006272093231,-0.00161873154920431,0.837327820654171,6.6901557012709E-8,22.6350600758419,23444.4291421221
0.451910583307396,0.00565241364138166,0.728539495172981,-0.0015107320017268,0.853861043733921,-3.96710208020519E-6,22.6515932989216,23368.1634741084
0.467708441453463,0.00568870064263494,0.745072718252731,-0.00140381635518739,0.870394266813672,-1.79262042914577E-5,22.6681265220014,23208.3849573765
0.483506299599531,0.00571459924420668,0.761605941332481,-0.00115925392470895,0.886927489893422,-2.70007260111358E-5,22.6846597450811,23161.6435150873
0.499304157745598,0.00572327776150535,0.778139164412231,-0.000923602733989989,0.903460712973172,-3.29063616254333E-5,22.7011929681609,22982.7379331718
0.515102015891666,0.00572551253992005,0.794672387491982,-0.000727191578467875,0.919993936052922,-3.92558264460661E-5,22.7177261912406,22768.5198735692
0.530899874037733,0.00572774731833474,0.811205610571732,-0.000564713012882814,0.936527159132672,-4.62542727101082E-5,22.7342594143204,22656.0780627614
0.5466977321838,0.0057294765787453,0.827738833651482,-0.000435193921989377,0.953060382212422,-5.68630735680994E-5,22.7507926374001,22500.2869739296
0.562495590329868,0.0057406071057037,0.844272056731232,-0.000406701405379165,0.969593605292172,-5.64004732813922E-5,22.7673258604798,22400.1250569872
0.578293448475935,0.00574456142994059,0.860805279810982,-0.000389283203997534,0.986126828371922,-5.2623902773708E-5,22.7838590835596,22512.3153220507
0.594091306622003,0.00575457012878528,0.877338502890732,-0.000241163319549142,1.00266005145167,-4.64741466779722E-5,22.8003923066394,22495.0589510934
0.60988916476807,0.00576636367976058,0.893871725970482,-0.00016490483395378,1.01919327453142,-3.21112830553848E-5,22.8169255297191,22483.9571042805
0.625687022914137,0.00576216740734362,0.910404949050232,-0.000186815598413307,1.03572649761117,-1.50210610790323E-5,22.8334587527989,22522.4510082441
0.641484881060205,0.00575797113492666,0.926938172129982,-0.0003960567804635,1.05225972069092,-1.28852141177385E-6,22.8499919758786,22590.4978869427
0.657282739206272,0.00574819771784146,0.943471395209732,-0.000512201351254872,1.06879294377067,9.12486995234074E-6,22.8665251989584,22606.0533449255
0.67308059735234,0.00572441816919504,0.960004618289482,-0.000561071139211738,1.08532616685042,1.03176663514221E-5,22.8830584220381,22602.3114567744
0.688878455498407,0.00569851526950314,0.976537841369233,-0.000570239860054957,1.10185938993017,6.51857313313181E-6,22.8995916451179,22612.581810043
0.704676313644475,0.00568200013030642,0.993071064448983,-0.000610847105408047,1.11839261300992,9.47736071192801E-6,22.9161248681976,22690.3562892322
0.720474171790542,0.00566390718676262,1.00960428752873,-0.000689699097041699,1.13492583608967,2.20825871634003E-5,22.9326580912774,22667.7728573217
0.736272029936609,0.0056464650822848,1.02613751060848,-0.000780633966201191,1.15145905916942,3.95503046775663E-5,22.9491913143571,22725.0163529572
0.752069888082677,0.00561379947515294,1.04267073368823,-0.000898782590017504,1.16799228224917,5.29162560153789E-5,22.9657245374369,22772.8941939918
0.767867746228744,0.00557484392620644,1.05920395676798,-0.00104365720055636,1.18452550532892,6.21184449037964E-5,22.9822577605166,22821.672714809
0.783665604374812,0.00556376446999545,1.07573717984773,-0.00114471002044864,1.20105872840867,6.45001261638388E-5,22.9987909835964,22871.9735926996
0.799463462520879,0.00553752980514891,1.09227040292748,-0.00121471553231332,1.21759195148842,6.60771955219409E-5,23.0153242066761,22921.5142809059
0.815261320666947,0.00546911136588159,1.10880362600723,-0.0012877636943144,1.23412517456817,6.90784922719785E-5,23.0318574297559,22975.0658713568
0.831059178813014,0.00542219687557103,1.12533684908698,-0.00136812618984773,1.25065839764792,7.7756319551796E-5,23.0483906528356,23021.7892243257
0.846857036959081,0.0053732111537345,1.14187007216673,-0.00137449661565439,1.26719162072767,8.62087298171808E-5,23.0649238759154,23046.7818948353
0.862654895105149,0.00541732421098832,1.15840329524648,-0.00126575253456339,1.28372484380742,9.16873391692534E-5,23.0814570989951,23076.3633800561
0.878452753251216,0.00542655374535457,1.17493651832623,-0.0011445837724096,1.30025806688717,9.43987385492041E-5,23.0979903220749,23121.7514410637
0.894250611397284,0.00542745770993661,1.19146974140598,-0.00105175721259964,1.31679128996692,0.00011143393778201,23.1145235451546,23120.3909693129
0.910048469543351,0.00539851610618378,1.20800296448573,-0.000986878419626607,1.33332451304667,0.000124299185361498,23.1310567682344,23107.1282054275
0.925846327689418,0.00536957450243096,1.22453618756548,-0.000613057648964452,1.34985773612642,0.000132244543738462,23.1475899913141,23112.0983440633
0.941644185835486,0.0053155544971378,1.24106941064523,0.000110692743208896,1.36639095920617,0.000132794469379779,23.1641232143939,23123.6707636917
0.957442043981553,0.0052611121400852,1.25760263372498,0.00106871488242999,1.38292418228592,0.000127070303252614,23.1806564374736,23147.7942482997
0.973239902127621,0.00520026468812658,1.27413585680473,0.00160207481388782,1.39945740536567,0.0001351019205236,23.1971896605534,23166.3260297109
0.989037760273688,0.00512099851861378,1.29066907988448,0.00166510076586772,1.41599062844542,0.000148287066094579,23.2137228836331,23174.0291986861
1.00483561841976,0.00504769808010149,1.30720230296423,0.00153553904419665,1.43252385152517,0.000161172679928563,23.2302561067129,23161.6233835477
1.02063347656582,0.00497146578709931,1.32373552604398,0.00126080551155571,1.44905707460492,0.000172765792734379,23.2467893297926,23170.3187267011
1.03643133471189,0.00490967319381443,1.34026874912373,0.000956173159567687,1.46559029768467,0.000182487127498757,23.2633225528724,23165.8171094695
1.05222919285796,0.00485049717081836,1.35680197220348,0.00087399120708564,1.48212352076442,0.000190526369401473,23.2798557759521,23141.008284271
1.06802705100403,0.00477647381035127,1.37333519528323,0.000892970112828659,1.49865674384418,0.000183714688996558,23.2963889990319,23099.9580064819
1.08382490915009,0.00471042861056062,1.38986841836298,0.000973909740668241,1.51518996692393,0.00017304725625794,23.3129222221116,23049.9331197057
1.09962276729616,0.00465308769938531,1.40640164144273,0.00112845791900795,1.53172319000367,0.000165775904565704,23.3294554451914,23011.7298265905
1.11542062544223,0.00459119449472124,1.42293486452249,0.00129756986512151,1.54825641308342,0.000161907214372655,23.3459886682711,22990.5820630325
1.13121848358829,0.00450154789531342,1.43946808760224,0.00125247452079894,1.56478963616318,0.000155125936888105,23.3625218913509,22997.2624639676
1.14701634173436,0.00440807902517521,1.45600131068199,0.00098671894987703,1.58132285924293,0.000145380038313134,23.3790551144306,23005.1462849374
1.16281419988043,0.00431513319136419,1.47253453376174,0.000701155664748335,1.59785608232268,0.00012571639113551,23.3955883375104,22980.63116939
1.1786120580265,0.00421601552158747,1.48906775684149,0.000426620322572387,1.61438930540243,0.000108484564382374,23.4121215605901,22924.3593775619
1.19440991617256,0.00414518992209881,1.50560097992124,0.000160965524739023,1.63092252848218,9.95663400503766E-5,23.4286547836699,22892.8243003888
1.21020777431863,0.0040659228318513,1.52213420300099,-0.000166868565719802,1.64745575156193,9.52781534679251E-5,23.4451880067496,22892.1378579143
1.2260056324647,0.00397309045022292,1.53866742608074,-0.000480692831842741,1.66398897464168,9.26590358577044E-5,23.4617212298294,22908.8248001557
1.24180349061077,0.00390286600831571,1.55520064916049,-0.000449145800183892,1.68052219772143,8.66163153546068E-5,23.4782544529091,22866.068066199
1.25760134875683,0.00382500133912681,1.57173387224024,-0.000347535830958202,1.69705542080118,7.72413904668766E-5,23.4947876759889,22785.5025830251
1.2733992069029,0.00372128538111181,1.58826709531999,-0.000278154819521025,1.71358864388093,8.33464547682227E-5,23.5113208990686,22751.425662273
1.28919706504897,0.00360923770647925,1.60480031839974,-0.000243360375633218,1.73012186696068,9.15338789526003E-5,23.5278541221484,22700.02252793
1.30499492319504,0.00348730568654994,1.62133354147949,-0.000385985130844939,1.74665509004043,9.90033818318545E-5,23.5443873452281,22643.7657614819
1.3207927813411,0.00338440641515736,1.63786676455924,-0.000478055602923535,1.76318831312018,9.53251117461927E-5,23.5609205683079,22570.2473210456
1.33659063948717,0.00328424969350199,1.65439998763899,-0.000502670243441062,1.77972153619993,8.1153655240322E-5,23.5774537913876,22510.4284361359
1.35238849763324,0.00319165879671255,1.67093321071874,-0.000431268493979896,1.79625475927968,5.38668416364973E-5,23.5939870144674,22473.3428958785
1.36818635577931,0.00309817002245024,1.68746643379849,-0.000341728886374201,1.81278798235943,3.97850185557203E-5,23.6105202375471,22500.0342646206
1.38398421392537,0.00300982360430789,1.70399965687824,-0.000291437716946071,1.82932120543918,3.16214006416875E-5,23.6270534606269,22529.9327644145
1.39978207207144,0.00290456543122347,1.72053287995799,-0.000282049666208136,1.84585442851893,2.81011677096356E-5,23.6435866837066,22511.2098180255
1.41557993021751,0.00280440721564089,1.73706610303774,-0.000348905666419413,1.86238765159868,3.23509016094628E-5,23.6601199067864,22481.5294125823
1.43137778836358,0.00270134468361865,1.75359932611749,-0.000553527781466064,1.87892087467843,3.69835539303833E-5,23.6766531298661,22423.0461150096
1.44717564650964,0.00258491860918157,1.77013254919724,-0.000775538586366744,1.89545409775818,3.94183420409651E-5,23.6931863529459,22435.3615874885
1.46297350465571,0.00246325061737037,1.78666577227699,-0.00096912606611282,1.91198732083793,3.97854882076782E-5,23.7097195760256,22411.0978615271
1.47877136280178,0.00235610127621234,1.80319899535674,-0.000822394115450407,1.92852054391768,4.81830899365734E-5,23.7262527991054,22345.0502439086
1.49456922094785,0.00224327028477459,1.81973221843649,-0.000617317326376637,1.94505376699743,5.61810536401926E-5,23.7427860221851,22318.9332033205
1.51036707909391,0.00213319794936877,1.83626544151624,-0.000415239151112065,1.96158699007718,6.30687545228021E-5,23.7593192452649,22323.267587313
1.52616493723998,0.00204322448581362,1.85279866459599,-9.89101506076489E-5,1.97812021315693,6.89694507329096E-5,23.7758524683446,22361.490920454
1.54196279538605,0.00195607383050247,1.86933188767574,0.000189069398826592,1.99465343623668,6.8099230575704E-5,23.7923856914244,22419.8032154851
1.55776065353212,0.00185251918557666,1.88586511075549,0.000426389274949366,2.01118665931643,7.05021446660739E-5,23.8089189145041,22382.4623206637
1.57355851167818,0.0017482312255279,1.90239833383524,0.000596782261377412,2.02771988239618,7.44508735820445E-5,23.8254521375839,22416.507310352
1.58935636982425,0.0016383605407811,1.91893155691499,0.00072278372693204,2.04425310547593,7.46250785618301E-5,23.8419853606636,22373.2090333089
1.60515422797032,0.00151595437357083,1.93546477999474,0.000814292753828982,2.06078632855568,7.1140892848415E-5,23.8585185837434,22298.2396475311
1.62095208611638,0.00140394549006689,1.95199800307449,0.000852915098634048,2.07731955163543,6.0131590121439E-5,23.8750518068231,22222.5874661826
1.63674994426245,0.00130238683044628,1.96853122615424,0.000862836649141295,2.09385277471518,6.60610463472557E-5,23.8915850299029,22154.9792648171
1.65254780240852,0.00120346890321478,1.98506444923399,0.000793635485703895,2.11038599779493,8.4332413862113E-5,23.9081182529826,22108.4043697332
1.66834566055459,0.00111830350752497,2.00159767231374,0.000696217637247175,2.12691922087468,0.000105949318963464,23.9246514760624,22163.7423546046
1.68414351870065,0.00102595190037362,2.01813089539349,0.000583987365077945,2.14345244395443,0.000120687447872849,23.9411846991421,22122.7102491381
1.69994137684672,0.000920373643170893,2.03466411847324,0.000507214854116075,2.15998566703418,0.00012874812123512,23.9577179222219,22030.2090406555
1.71573923499279,0.000817080435417468,2.05119734155299,0.000596228312345057,2.17651889011393,0.000140458102200226,,
1.73153709313886,0.000729646645010394,2.06773056463274,0.000640607671613783,2.19305211319368,0.000156339612719638,,
1.74733495128492,0.000646530648031628,2.08426378771249,0.000609202947337149,2.20958533627343,0.000169099040689532,,
1.76313280943099,0.000551499609199165,2.10079701079224,0.00043627033059228,2.22611855935318,0.000178646590119332,,
1.77893066757706,0.000448536485051247,2.11733023387199,0.00027960489567971,2.24265178243293,0.000181531273538945,,
1.79472852572313,0.000363237388121354,2.13386345695174,0.000152814079503331,2.25918500551268,0.00017312763636496,,
1.81052638386919,0.000289565774101259,2.15039668003149,4.46098365498623E-5,2.27571822859243,0.000164693338863121,,
1.82632424201526,0.000227862839303953,2.16692990311124,-4.87428495264866E-5,2.29225145167218,0.000165970657748903,,
1.84212210016133,0.000166423636830433,2.18346312619099,-0.00014087008326989,2.30878467475193,0.000168794107929069,,
1.8579199583074,9.97185847046281E-5,2.19999634927074,-0.000234006136800525,2.32531789783168,0.000166548788434814,,
1.87371781645346,4.85336356551821E-5,2.21652957235049,-0.000370250329041034,2.34185112091143,0.000159450630686938,,
1.88951567459953,2.03686589840734E-6,2.23306279543024,-0.000487197862996729,2.35838434399118,0.00015352522329449,,
1.9053135327456,-5.50160962813647E-5,2.24959601850999,-0.000576320525510146,2.37491756707093,0.000149536749866952,,
1.92111139089167,-0.000120982589392055,2.26612924158974,-0.000488378279806301,2.39145079015068,0.000146129156068992,,
1.93690924903773,-0.000210259192726194,2.28266246466949,-0.000373055565357677,2.40798401323043,0.000143148001426214,,
